filename,ssim,psnr,status
EES0429212__X33__Y24.jpg,0.876002,21.870323,ok
EES0429212__X33__Y2D.jpg,0.659732,14.553504,ok
EES0429212__X33__Y33.jpg,0.655418,17.249942,ok
EES0429212__X33__Y39.jpg,0.761210,21.247910,ok
EES0429212__X33__Y3C.jpg,0.675274,18.974729,ok
EES0429212__X36__Y18.jpg,0.821396,21.221333,ok
EES0429212__X36__Y21.jpg,0.651937,15.295046,ok
EES0429212__X36__Y24.jpg,0.872861,23.437609,ok
EES0429212__X36__Y27.jpg,0.572146,16.156874,ok
EES0429212__X36__Y2A.jpg,0.559661,15.268262,ok
EES0429212__X36__Y30.jpg,0.774712,22.789739,ok
EES0429212__X36__Y33.jpg,0.523786,14.458707,ok
EES0429212__X36__Y36.jpg,0.713395,20.428658,ok
EES0429212__X36__Y39.jpg,0.728164,20.734145,ok
EES0429212__X36__Y3C.jpg,0.949098,32.139761,ok
EES0429212__X39__Y24.jpg,0.643875,18.098489,ok
EES0429212__X39__Y27.jpg,0.649745,14.638058,ok
EES0429212__X39__Y30.jpg,0.801790,25.028576,ok
EES0429212__X3C__Y33.jpg,0.555511,16.060450,ok
EES0429212__X3F__Y30.jpg,0.590445,15.464791,ok
EES0429212__X3F__Y33.jpg,0.469585,14.569829,ok
EES0429212__X45__Y2A.jpg,0.839308,22.877026,ok
EES0429212__X45__Y2D.jpg,0.954048,36.128416,ok
EES0429213__X18__Y1E.jpg,0.769604,17.518509,ok
EES0429213__X24__Y0C.jpg,0.719558,17.934611,ok
EES0429213__X27__Y03.jpg,0.832807,20.855281,ok
