filename,ssim,psnr,status
EHG0494833__X33__Y36.jpg,0.921398,24.624237,ok
EHG0494833__X36__Y1E.jpg,0.920533,23.561169,ok
EHG0494833__X39__Y1E.jpg,0.946864,24.039746,ok
EHG0494834__X09__Y21.jpg,0.907907,23.836259,ok
EHG0494834__X09__Y27.jpg,0.861969,23.743968,ok
EHG0494834__X0C__Y18.jpg,0.930918,23.639431,ok
EHG0494834__X0C__Y1E.jpg,0.921309,23.880096,ok
EHG0494834__X0C__Y21.jpg,0.880247,23.139423,ok
EHG0494834__X0C__Y2A.jpg,0.925967,24.609690,ok
EHG0494834__X0C__Y33.jpg,0.935965,24.159559,ok
EHG0494834__X0F__Y1B.jpg,0.949157,24.492644,ok
EHG0494834__X0F__Y1E.jpg,0.856606,23.799946,ok
EHG0494834__X0F__Y21.jpg,0.934624,25.982326,ok
EHG0494834__X0F__Y24.jpg,0.887732,25.894274,ok
EHG0494834__X0F__Y27.jpg,0.843180,23.447903,ok
EHG0494834__X0F__Y2A.jpg,0.863671,25.154890,ok
EHG0494834__X0F__Y33.jpg,0.858480,22.563623,ok
EHG0494834__X12__Y0F.jpg,0.927929,23.923208,ok
EHG0494834__X12__Y27.jpg,0.867594,24.268094,ok
EHG0494834__X12__Y2A.jpg,0.821665,23.765587,ok
EHG0494834__X15__Y0C.jpg,0.938401,24.250041,ok
EHG0494834__X18__Y0F.jpg,0.873025,24.248815,ok
EHG0494834__X33__Y1E.jpg,0.754154,22.071438,ok
EHG0494846__X09__Y33.jpg,0.940214,23.509173,ok
EHG0494846__X0C__Y30.jpg,0.920429,24.494946,ok
EHG0494846__X0F__Y30.jpg,0.900813,23.661950,ok
EHG0494846__X1B__Y30.jpg,0.833224,22.747431,ok
EHG0494846__X1B__Y3C.jpg,0.857326,22.917043,ok
EHG0494846__X1E__Y30.jpg,0.857470,24.240158,ok
EHG0494846__X1E__Y3C.jpg,0.873336,22.993111,ok
EHG0494846__X21__Y30.jpg,0.861334,23.158856,ok
EHG0494846__X24__Y06.jpg,0.959904,25.500306,ok
EHG0494846__X24__Y09.jpg,0.872066,23.049475,ok
EHG0494846__X27__Y06.jpg,0.929850,23.395440,ok
EHG0494846__X27__Y09.jpg,0.902323,24.023961,ok
EHG0494846__X27__Y30.jpg,0.843342,22.686519,ok
EHG0494849__X06__Y1B.jpg,0.898667,23.391592,ok
EHG0494849__X06__Y30.jpg,0.918249,25.432927,ok
EHG0494849__X06__Y33.jpg,0.935274,25.082391,ok
EHG0494849__X09__Y36.jpg,0.938812,23.434450,ok
