filename,ssim,psnr,status
EES0429223__X21__Y3F.jpg,0.746871,23.619426,ok
EES0429223__X21__Y42.jpg,0.821365,24.123959,ok
EES0429223__X24__Y3F.jpg,0.786232,23.622899,ok
EES0429223__X24__Y42.jpg,0.872381,25.745036,ok
EES0429223__X27__Y42.jpg,0.849886,26.079164,ok
EES0429223__X2A__Y42.jpg,0.837070,22.616977,ok
EES0429223__X2D__Y42.jpg,0.818914,22.214258,ok
EES0429223__X30__Y3F.jpg,0.803720,22.839363,ok
EES0429223__X30__Y42.jpg,0.921989,28.910918,ok
EES0429223__X33__Y3F.jpg,0.837824,23.719111,ok
EES0429223__X33__Y42.jpg,0.821418,25.184653,ok
EES0429223__X36__Y3F.jpg,0.907380,27.260489,ok
EES0429223__X36__Y42.jpg,0.826192,22.501536,ok
EES0429223__X36__Y45.jpg,0.891817,27.675980,ok
EES0429223__X39__Y3C.jpg,0.809893,25.796543,ok
EES0429223__X39__Y45.jpg,0.826728,23.851471,ok
EES0429223__X3C__Y0C.jpg,0.896543,29.047020,ok
EES0429223__X3C__Y39.jpg,0.783953,22.004362,ok
EES0429223__X3C__Y45.jpg,0.865766,23.759341,ok
EES0429223__X3F__Y0F.jpg,0.911945,29.647108,ok
EES0429223__X3F__Y39.jpg,0.941697,37.524947,ok
EES0429223__X3F__Y42.jpg,0.904190,30.583451,ok
EES0429223__X42__Y12.jpg,0.897897,25.375523,ok
EES0429223__X42__Y15.jpg,0.858058,24.411861,ok
EES0429223__X42__Y33.jpg,0.807290,22.242334,ok
EES0429223__X42__Y42.jpg,0.892037,27.697130,ok
EES0429223__X42__Y45.jpg,0.878374,28.320027,ok
EES0429223__X45__Y15.jpg,0.873327,23.981660,ok
EES0429223__X45__Y18.jpg,0.875336,24.397506,ok
EES0429223__X45__Y1E.jpg,0.874884,24.674146,ok
EES0429223__X45__Y2A.jpg,0.814838,23.267896,ok
EES0429223__X45__Y39.jpg,0.904813,29.064150,ok
EES0429223__X45__Y42.jpg,0.922984,27.918171,ok
EES0429223__X48__Y1E.jpg,0.909272,26.736563,ok
EES0429223__X48__Y21.jpg,0.869936,22.950180,ok
EES0429223__X48__Y27.jpg,0.883860,26.099129,ok
EES0429223__X48__Y2D.jpg,0.903705,24.739526,ok
EES0429223__X48__Y3F.jpg,0.881611,24.374917,ok
EES0429223__X48__Y42.jpg,0.933059,32.059561,ok
EES0429239__X0C__Y18.jpg,0.711587,22.057729,ok
EES0429239__X12__Y12.jpg,0.799912,25.479395,ok
EES0429239__X1E__Y0F.jpg,0.812666,22.975393,ok
EES0429239__X21__Y0C.jpg,0.874698,23.425014,ok
EES0429239__X24__Y0C.jpg,0.906030,27.427258,ok
EES0429239__X27__Y0C.jpg,0.855159,25.570930,ok
EES0429239__X27__Y12.jpg,0.797584,22.719732,ok
EES0429239__X2A__Y0C.jpg,0.873723,24.515496,ok
EES0429239__X2A__Y0F.jpg,0.821770,23.133986,ok
EES0429239__X2A__Y12.jpg,0.804268,22.796345,ok
EES0429239__X2D__Y0C.jpg,0.881504,23.794414,ok
EES0429239__X2D__Y0F.jpg,0.859511,24.340020,ok
EES0429239__X2D__Y12.jpg,0.806699,22.627381,ok
EES0429239__X2D__Y42.jpg,0.741690,23.219593,ok
EES0429239__X30__Y0C.jpg,0.857947,24.680097,ok
EES0429239__X30__Y0F.jpg,0.875868,24.458937,ok
EES0429239__X30__Y12.jpg,0.879415,25.532614,ok
EES0429239__X30__Y18.jpg,0.812573,24.092521,ok
EES0429239__X30__Y1B.jpg,0.780489,22.189378,ok
EES0429239__X30__Y1E.jpg,0.726094,21.412451,ok
EES0429239__X33__Y0F.jpg,0.831273,23.212465,ok
EES0429239__X33__Y12.jpg,0.857211,24.931455,ok
EES0429239__X33__Y18.jpg,0.801782,23.226108,ok
EES0429239__X33__Y1E.jpg,0.766634,23.345959,ok
EES0429239__X33__Y21.jpg,0.836555,26.790642,ok
EES0429239__X33__Y24.jpg,0.820858,23.037878,ok
EES0429239__X36__Y12.jpg,0.796892,23.451703,ok
EES0429239__X36__Y18.jpg,0.864993,22.896130,ok
EES0429239__X36__Y1B.jpg,0.808040,22.341544,ok
EES0429239__X36__Y1E.jpg,0.825916,23.296899,ok
EES0429239__X36__Y21.jpg,0.775459,23.433728,ok
EES0429239__X36__Y24.jpg,0.763628,22.920940,ok
EES0429239__X36__Y27.jpg,0.762417,22.586040,ok
EES0429239__X36__Y2A.jpg,0.759896,22.560836,ok
EES0429239__X36__Y3F.jpg,0.727729,23.925628,ok
EES0429239__X39__Y18.jpg,0.874523,24.603845,ok
EES0429239__X39__Y1B.jpg,0.847306,24.252073,ok
EES0429239__X39__Y1E.jpg,0.837427,25.142625,ok
EES0429239__X39__Y21.jpg,0.758619,23.207548,ok
EES0429239__X39__Y24.jpg,0.757495,22.351358,ok
EES0429239__X39__Y27.jpg,0.773962,22.336072,ok
EES0429239__X39__Y2A.jpg,0.781169,23.335520,ok
EES0429239__X39__Y30.jpg,0.743300,22.294004,ok
EES0429239__X3C__Y18.jpg,0.829319,25.652004,ok
EES0429239__X3C__Y1B.jpg,0.908313,26.205152,ok
EES0429239__X3C__Y21.jpg,0.803808,22.263317,ok
EES0429239__X3C__Y24.jpg,0.794453,22.084734,ok
EES0429239__X3C__Y2A.jpg,0.835013,24.054245,ok
EES0429239__X3C__Y2D.jpg,0.821658,22.863289,ok
EES0429239__X3C__Y30.jpg,0.758482,23.505278,ok
EES0429239__X3C__Y33.jpg,0.785239,22.737443,ok
EES0429239__X3C__Y36.jpg,0.764017,23.332275,ok
EES0429239__X3C__Y3C.jpg,0.921729,30.280535,ok
EES0429239__X3F__Y18.jpg,0.926585,29.500544,ok
EES0429239__X3F__Y1B.jpg,0.894086,24.514798,ok
EES0429239__X3F__Y1E.jpg,0.838346,23.197465,ok
EES0429239__X3F__Y21.jpg,0.823404,22.706870,ok
EES0429239__X3F__Y27.jpg,0.825678,22.310667,ok
EES0429239__X3F__Y2A.jpg,0.885192,26.412784,ok
EES0429239__X3F__Y2D.jpg,0.793779,24.696876,ok
EES0429239__X3F__Y30.jpg,0.782178,22.282660,ok
EES0429239__X3F__Y33.jpg,0.853982,25.893782,ok
EES0429239__X3F__Y36.jpg,0.800367,22.851562,ok
EES0429239__X42__Y24.jpg,0.872855,24.624888,ok
EES0429239__X42__Y27.jpg,0.882868,24.750142,ok
EES0429239__X42__Y2A.jpg,0.834275,23.215822,ok
EES0429239__X42__Y2D.jpg,0.836074,22.840111,ok
EES0429239__X42__Y30.jpg,0.909009,28.855204,ok
EES0429240__X0F__Y18.jpg,0.892152,23.643070,ok
EES0429240__X0F__Y1B.jpg,0.769706,22.046136,ok
EES0429240__X0F__Y1E.jpg,0.821966,24.111325,ok
EES0429240__X0F__Y2A.jpg,0.756665,23.723621,ok
