filename,ssim,psnr,status
EES0429206__X2D__Y03.jpg,0.755382,17.912780,ok
EES0429206__X2D__Y3F.jpg,0.833873,20.072542,ok
EES0429206__X30__Y3F.jpg,0.840511,19.003619,ok
EES0429206__X33__Y3C.jpg,0.774350,17.148822,ok
EES0429206__X36__Y09.jpg,0.725687,19.729881,ok
EES0429206__X36__Y3C.jpg,0.819619,20.632142,ok
EES0429206__X39__Y0C.jpg,0.761798,19.941812,ok
EES0429206__X39__Y39.jpg,0.871301,20.308465,ok
EES0429206__X3C__Y0C.jpg,0.857306,20.199433,ok
EES0429206__X3C__Y0F.jpg,0.795728,21.226829,ok
EES0429206__X3C__Y33.jpg,0.763368,17.556564,ok
EES0429206__X3C__Y36.jpg,0.936358,28.105498,ok
EES0429206__X3F__Y0F.jpg,0.823191,21.342652,ok
EES0429206__X3F__Y12.jpg,0.800284,21.330063,ok
EES0429206__X3F__Y2D.jpg,0.756917,19.644319,ok
EES0429206__X3F__Y30.jpg,0.847482,23.331431,ok
EES0429206__X42__Y0F.jpg,0.827815,20.506421,ok
EES0429206__X42__Y15.jpg,0.924713,25.127522,ok
EES0429206__X42__Y18.jpg,0.886284,22.093352,ok
EES0429206__X42__Y1B.jpg,0.808409,20.862557,ok
EES0429206__X42__Y1E.jpg,0.759494,19.436904,ok
EES0429206__X42__Y21.jpg,0.797108,19.426981,ok
EES0429206__X42__Y24.jpg,0.860944,21.648678,ok
EES0429206__X42__Y27.jpg,0.810350,20.131843,ok
EES0429206__X42__Y2A.jpg,0.854237,21.973860,ok
EES0429206__X45__Y18.jpg,0.682371,15.191859,ok
EES0429207__X0F__Y24.jpg,0.772957,16.713093,ok
EES0429207__X1E__Y3C.jpg,0.754447,16.949991,ok
EES0429207__X21__Y0C.jpg,0.758251,17.933638,ok
EES0429207__X2A__Y2D.jpg,0.812447,17.724796,ok
EES0429207__X33__Y09.jpg,0.827040,18.756380,ok
EES0429207__X36__Y3F.jpg,0.802549,17.546350,ok
EES0429207__X39__Y1B.jpg,0.698873,15.189335,ok
EES0429207__X3C__Y0F.jpg,0.918108,23.130791,ok
EES0429207__X3F__Y12.jpg,0.914582,25.562731,ok
EES0429208__X12__Y1B.jpg,0.742153,15.889031,ok
EES0429208__X15__Y18.jpg,0.644439,13.670392,ok
EES0429208__X15__Y1B.jpg,0.629636,13.948399,ok
EES0429208__X15__Y2D.jpg,0.630567,14.254659,ok
EES0429208__X18__Y21.jpg,0.706748,14.636656,ok
EES0429208__X18__Y24.jpg,0.733347,15.381367,ok
EES0429208__X18__Y33.jpg,0.767282,16.351916,ok
EES0429208__X1B__Y21.jpg,0.644240,14.439199,ok
EES0429208__X1B__Y24.jpg,0.612065,14.156122,ok
EES0429208__X1B__Y27.jpg,0.648794,15.193961,ok
EES0429208__X1E__Y12.jpg,0.577577,14.270754,ok
EES0429208__X1E__Y24.jpg,0.726173,15.298712,ok
EES0429208__X1E__Y39.jpg,0.550872,13.816124,ok
EES0429208__X1E__Y3C.jpg,0.764392,16.246862,ok
EES0429208__X21__Y33.jpg,0.694967,15.498111,ok
EES0429208__X21__Y39.jpg,0.687140,15.006153,ok
EES0429208__X24__Y3F.jpg,0.760309,16.701890,ok
EES0429208__X27__Y09.jpg,0.635610,14.308461,ok
EES0429208__X27__Y39.jpg,0.636503,14.190143,ok
EES0429208__X27__Y3F.jpg,0.649503,14.171949,ok
EES0429208__X2A__Y18.jpg,0.556029,13.855303,ok
EES0429208__X2A__Y3C.jpg,0.663205,15.501510,ok
EES0429208__X30__Y09.jpg,0.881697,20.672201,ok
EES0429208__X30__Y12.jpg,0.766032,17.025964,ok
EES0429208__X30__Y3F.jpg,0.724826,15.256504,ok
EES0429208__X33__Y33.jpg,0.585588,13.698744,ok
EES0429208__X33__Y3C.jpg,0.693470,15.832921,ok
EES0429208__X3C__Y1E.jpg,0.758267,15.777890,ok
EES0429208__X3C__Y27.jpg,0.719056,16.520648,ok
EES0429208__X3C__Y30.jpg,0.569226,15.712569,ok
EES0429208__X3F__Y2A.jpg,0.664872,15.272414,ok
EES0429208__X42__Y21.jpg,0.730528,15.500877,ok
EES0429208__X45__Y21.jpg,0.738981,15.624131,ok
EES0429209__X0F__Y1B.jpg,0.808889,18.399520,ok
EES0429209__X0F__Y1E.jpg,0.872234,21.155169,ok
EES0429209__X0F__Y21.jpg,0.831153,18.602506,ok
EES0429209__X0F__Y24.jpg,0.687893,15.768158,ok
EES0429209__X0F__Y27.jpg,0.928268,26.307240,ok
EES0429209__X0F__Y2A.jpg,0.832484,19.391376,ok
EES0429209__X12__Y12.jpg,0.920890,24.904369,ok
EES0429209__X12__Y15.jpg,0.950835,30.254167,ok
EES0429209__X12__Y18.jpg,0.853400,19.843687,ok
EES0429209__X12__Y1B.jpg,0.766794,17.361098,ok
EES0429209__X12__Y1E.jpg,0.764922,16.596618,ok
EES0429209__X12__Y21.jpg,0.720388,17.326041,ok
EES0429209__X12__Y24.jpg,0.800423,20.085636,ok
EES0429209__X12__Y27.jpg,0.825478,19.652927,ok
EES0429209__X12__Y2A.jpg,0.822749,20.125024,ok
EES0429209__X12__Y2D.jpg,0.751537,17.573135,ok
EES0429209__X12__Y30.jpg,0.767599,17.928749,ok
EES0429209__X12__Y33.jpg,0.935623,26.700925,ok
EES0429209__X15__Y0F.jpg,0.805270,19.471996,ok
EES0429209__X15__Y12.jpg,0.710496,18.968163,ok
EES0429209__X15__Y33.jpg,0.896571,27.953539,ok
EES0429209__X18__Y0C.jpg,0.896606,24.956647,ok
EES0429209__X18__Y36.jpg,0.850363,21.200208,ok
EES0429209__X18__Y39.jpg,0.884295,23.247143,ok
EES0429209__X18__Y42.jpg,0.918454,24.963406,ok
EES0429209__X18__Y45.jpg,0.942506,34.453816,ok
EES0429209__X1B__Y39.jpg,0.787883,21.816410,ok
EES0429209__X1B__Y42.jpg,0.952374,33.072955,ok
EES0429209__X1E__Y09.jpg,0.773489,18.977440,ok
EES0429209__X1E__Y3C.jpg,0.807658,19.454468,ok
EES0429209__X1E__Y42.jpg,0.932667,26.630671,ok
EES0429209__X21__Y3C.jpg,0.842326,23.318942,ok
EES0429209__X21__Y42.jpg,0.854334,21.848006,ok
EES0429209__X24__Y06.jpg,0.896582,23.741662,ok
